Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Cornelis Troostlaan 3,Heeze,800000.0,1233.0,255.0,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12,2 badkamers en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,91.8
Boterbloem 17,Zeeland,419000.0,288.0,109.0,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin",48.75
Madernolaan 11,Eindhoven,425000.0,205.0,163.0,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,47.4
Laakboulevard 162,Amersfoort,649000.0,181.0,183.0,2005.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,1 badkamer en 1 apart toilet,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,35.58
Mantingerzand 71,Ede,395000.0,145.0,115.0,2016.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,20.25
Cor van Osnabruggelaan 98,Voorschoten,1175000.0,497.0,218.0,1995.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak,6,2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,28.2
Stoelenmatter 20,Best,375000.0,154.0,103.0,1979.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,16.85
de Weide 8,Lopik,295000.0,148.0,108.0,1976.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4,1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,55.3
Jhr. Ruys de Beerenbroeckstraat 3,Veghel,365000.0,357.0,132.0,1969.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.5
Meester Haddersstraat 12,Wijster,650000.0,1674.0,186.0,1985.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5,1 badkamer,1 woonlaag en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin rondom,7.35
Aalsburg 1420,Wijchen,375000.0,133.0,132.0,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,12.8
Eibert den Herderstraat 18,Harderwijk,375000.0,220.0,121.0,1980.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, tuin rondom en voortuin",8.1
Van Ekelenburgstraat 36,Nieuw-Amsterdam,250000.0,295.0,98.0,1987.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,43.1
Woude 36 D,de Woude,975000.0,990.0,297.0,2020.0,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9,3 badkamers en 1 apart toilet,2 woonlagen en een vliering,A+++,Landelijk gelegen,Tuin rondom,1.65
Amaliastein 82,Vianen (UT),850000.0,738.0,210.0,1989.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,38.17
Halve Maanstraat 12,Oostkapelle,599000.0,577.0,116.0,1991.0,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4,2 badkamers en 1 apart toilet,1 woonlaag en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,15.05
Vliegent Hert 86,Lelystad,375000.0,167.0,146.0,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,7.7
Populier 62,Best,350000.0,147.0,123.0,1987.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Achtertuin en voortuin,33.35
Julianastraat 55,Groot-Ammers,450000.0,390.0,152.0,1972.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",35.7
Kennemerlaan 111,IJmuiden,575000.0,119.0,137.0,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,2 badkamers en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,Achtertuin,21.5
Watermuntlaan 1,Oosthuizen,550000.0,295.0,110.0,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,20.1
Smederij 148,Dronten,550000.0,325.0,179.0,2015.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,45.8
Hoofdvaart 175,Dedemsvaart,685000.0,1370.0,155.0,1976.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4,1 badkamer en 2 aparte toiletten,2 woonlagen,C,Vrij uitzicht,Tuin rondom,5.25
Ridderspoor 18,Krimpen aan den IJssel,450000.0,154.0,176.0,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,70.45
Merelstraat 11,Neede,287500.0,238.0,107.0,1973.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,13.25
Hollmanstraat 16,Sittard,250000.0,300.0,102.0,1963.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,20.15
Kerkweg 49,Malden,325000.0,262.0,101.0,1961.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en in woonwijk,Achtertuin en voortuin,33.5
Carolusgulden 3,Dronten,350000.0,231.0,91.0,1996.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,40.55
Margrietstraat 2,Aalsmeer,435000.0,150.0,128.0,1967.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,77.1
Pelsakker 54,Breda,425000.0,180.0,126.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,38.5
Rembrandtstraat 78,Nijmegen,725000.0,143.0,131.0,1936.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7,1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",61.7
Watervogel 63,Lathum,545000.0,430.0,129.0,1998.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3,1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, aan water en vrij uitzicht",Tuin rondom,7.2
Bovenstreek 14,Groningen,775000.0,1176.0,201.0,2000.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met kunststof,7,1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, bedrijventerrein en beschutte ligging","Achtertuin, voortuin en zijtuin",20.5
Kerkdijk 25,Achterveld (UT),390000.0,135.0,127.0,1982.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,20.0
Staatssecretarislaan 144,Zwolle,475000.0,229.0,135.0,1995.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met bitumineuze dakbedekking,5,1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,23.25
Kastanjelaan 7,Lexmond,399000.0,175.0,128.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,20.2
Jolwerf 22,Gouda,395000.0,176.0,115.0,1982.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",15.55
Arnhemseweg 218 2,Apeldoorn,375000.0,187.0,103.0,1932.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,"Aan drukke weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,36.3
Wortelstraat 13,Harlingen,279500.0,103.0,113.0,1932.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan rustige weg, beschutte ligging en in centrum",Patio/atrium,31.65
Berkenpark 8,Beuningen (GE),395000.0,146.0,106.0,1997.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,28.05
St. Antoniuslaan 22,Sassenheim,295000.0,70.0,61.0,1955.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,17.2
Diepvoorde 3015,Wijchen,219000.0,129.0,61.0,1983.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,13.5
Breeuwer 113,Hoorn (NH),325000.0,130.0,122.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,16.15
Petrus Dorrstraat 12,Kerkrade,575000.0,512.0,165.0,2002.0,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,32.05
Horusstraat 4,Almere,325000.0,69.0,72.0,2010.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3,1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin,72.7
Meester Sprenkelsstraat 2,Sint Anthonis,495000.0,904.0,165.0,1978.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",32.8
Van Boetzelaerlaan 207,Den Haag,1150000.0,160.0,230.0,1917.0,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,8,2 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin,97.75
Essenrode 12,Voorhout,550000.0,171.0,126.0,1982.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,13.2
Adriaan van Ostadestraat 50,Almere,340000.0,130.0,109.0,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,Achtertuin en voortuin,62.6
Koningsspil 13,Wieringerwaard,395000.0,281.0,150.0,2009.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,22.91
Chopinstraat 2,Castricum,575000.0,305.0,140.0,1964.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",26.15
Zwaluwweg 67,Enkhuizen,300000.0,139.0,121.0,1972.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,23.0
Zwanenveld 3115,Nijmegen,319000.0,226.0,128.0,1975.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,46.85
Breedweerlaan 123,Heemskerk,389000.0,170.0,128.0,1986.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,27.75
Koriander 2,Gendringen,399500.0,295.0,145.0,1996.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,,Voortuin en zijtuin,
Savanne 103,Capelle aan den IJssel,385000.0,126.0,121.0,1975.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.9
Begoniastraat 41,Nieuw-Buinen,330000.0,764.0,159.0,1975.0,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zonneterras",22.81
Angeler 17,Nijkerk,539000.0,208.0,133.0,1997.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,25.75
Tongerseweg 91,Maastricht,575000.0,263.0,166.0,1950.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Aan drukke weg,Achtertuin en voortuin,17.55
Christinastraat 20,Kats,298000.0,329.0,120.0,2006.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.15
Weidmanstraat 16,Maastricht,249000.0,156.0,82.0,1995.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,15.9
Westerwolde 10,Lelystad,369000.0,181.0,132.0,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,17.35
Speelkamp 59,Leusden,395000.0,146.0,106.0,1992.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,17.9
Havenkade 2,'s Gravenmoer,549000.0,290.0,163.0,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7,1 badkamer en 1 apart toilet,2 woonlagen,C,Beschutte ligging,"Achtertuin, voortuin en zijtuin",22.6
Zuiderdiep 203,Valthermond,549000.0,6373.0,263.0,1923.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Dwarskap bedekt met pannen,7,2 badkamers,2 woonlagen,F,Beschutte ligging en vrij uitzicht,Tuin rondom,22.94
P. Ketelaarstraat 8,Raamsdonksveer,294000.0,132.0,80.0,1994.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,1 badkamer,3 woonlagen,A,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,57.7
Standerdlaan 10,Heiloo,695000.0,234.0,154.0,2016.0,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",32.55
Mercurion 6,Zevenaar,695000.0,7208.0,144.0,1987.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Schilddak bedekt met riet,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Open ligging en vrij uitzicht,Tuin rondom,45.0
Paulus Potterstraat 51,Zutphen,259500.0,125.0,76.0,1962.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,16.95
Binnenpad 143,Giethoorn,1000000.0,7852.0,175.0,1906.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met riet,4,2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,Niet verplicht,"Aan vaarwater, aan water, landelijk gelegen en vrij uitzicht",Tuin rondom,12.1
Singel 123,Odijk,698000.0,265.0,152.0,1983.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,54.2
Orionstraat 22,Eindhoven,725000.0,615.0,353.0,1980.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9,3 badkamers en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,43.0
Laan van Kanaän 3,Beverwijk,350000.0,100.0,87.0,1938.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin,15.1
Henriette Roland-Holststraat 8,Gorinchem,335000.0,156.0,104.0,1987.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,21.55
Johannaweg 20,Oosterbeek,295000.0,193.0,77.0,1931.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,20.15
Eikenstraat 41,Dongen,279000.0,161.0,102.0,1954.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,8,1 badkamer,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,34.0
Plataanstraat 52,Made,509000.0,271.0,123.0,1986.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,32.98
Minderbroederstraat 8,Zierikzee,245000.0,99.0,77.0,1920.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,3,1 badkamer,2 woonlagen en een vliering,F,Aan rustige weg en in centrum,Achtertuin,34.05
Van Boshuizenstraat 551,Amsterdam,850000.0,109.0,152.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6,2 badkamers en 2 aparte toiletten,3 woonlagen,D,In woonwijk,Achtertuin,136.25
Ambon 5,Barneveld,399000.0,157.0,128.0,2006.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,47.3
Hollandseweg 125,Wageningen,925000.0,1156.0,272.0,1971.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,Beschutte ligging en in bosrijke omgeving,Tuin rondom,11.85
Hazeleger 2,Hoevelaken,425000.0,160.0,121.0,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,15.5
Granietstraat 57,Oss,365000.0,169.0,132.0,1979.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.75
Oldenkottebrink 11,Enschede,269000.0,270.0,102.0,1968.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",44.15
Witkopeend 5,Uithoorn,450000.0,174.0,121.0,1994.0,Bestaande bouw,"Eengezinswoning, hoekwoning (kwadrant woning)",Plat dak,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Voortuin en zijtuin,56.95
Stationsweg 26 D,Oosterbeek,1295000.0,1115.0,205.0,1995.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,B,In bosrijke omgeving en in woonwijk,Tuin rondom en zonneterras,11.9
Smaragd 6,Mijdrecht,795000.0,649.0,197.0,1978.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met pannen,7,2 badkamers en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin,35.75
