Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Streepvaren 4,Bergschenhoek,525000.0,202.0,127.0,1996.0,Bestaande bouw,"Bungalow, tussenwoning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,22.5
F.A. Molijnlaan 27,Nunspeet,695000.0,582.0,148.0,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met pannen,8,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Beschutte ligging en in bosrijke omgeving,"Achtertuin, tuin rondom, voortuin en zijtuin",90.95
Geerstraat 16,Winssen,550000.0,1169.0,273.0,1928.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met pannen,6,3 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",E,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,3.5
Joan Muyskenweg 18 B,Amsterdam,625011.0,126.0,84.0,1989.0,Bestaande bouw,"Woonboot, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,3,1 badkamer,1 woonlaag en een kelder,C,"Aan vaarwater, aan water en vrij uitzicht",Zonneterras,50.85
Singel 25,Jubbega,565000.0,2800.0,121.0,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,1 badkamer,2 woonlagen,G,In bosrijke omgeving en landelijk gelegen,Achtertuin en voortuin,
Hooiweg 25,Etten-Leur,625000.0,363.0,131.0,1991.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom en voortuin",6.1
Gustav Mahlerstraat 3,Utrecht,650000.0,123.0,120.0,1934.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,43.6
Weergang 3,Waardenburg,389000.0,270.0,109.0,1997.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,18.05
Zijpenberg 95,Amersfoort,595000.0,160.0,153.0,2009.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Lessenaardak,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,35.37
Aalscholver 18,Terneuzen,449000.0,244.0,146.0,2006.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,38.0
Ravelijn 8,Vijfhuizen,500000.0,159.0,130.0,2002.0,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met metaal,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,18.3
Hortensia 13,Dirksland,585000.0,425.0,152.0,2005.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg,Tuin rondom,17.75
Ekris 35,Woudenberg,350000.0,163.0,100.0,1963.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,,Achtertuin en voortuin,22.55
Noorderdiep 45,Stadskanaal,495000.0,6558.0,123.0,1859.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,1 woonlaag,D,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom,9.0
Voorstraat 5,Tzum,240000.0,231.0,128.0,1935.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,E,In centrum,Achtertuin,8.85
Verdiweg 9,Eelde,335000.0,212.0,122.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,67.5
Amaliastraat 27,Utrecht,615000.0,77.0,115.0,1910.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,92.4
Crocuslaan 12,Waalre,579000.0,378.0,182.0,1967.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",27.6
Grote Sloot 369,Schagerbrug,650000.0,805.0,124.0,1951.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3,2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging en vrij uitzicht","Achtertuin, voortuin en zonneterras",15.55
G.H.Hoijtinkstraat 101,Alkmaar,485000.0,198.0,127.0,1990.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,25.05
Liendertseweg 44,Amersfoort,565000.0,385.0,104.0,1936.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,40.24
Langebuorren 50,Hallum,350000.0,511.0,251.0,1880.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7,1 badkamer en 1 apart toilet,2 woonlagen,F,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",23.0
Oude Haagweg 347,Den Haag,620000.0,282.0,152.0,1925.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7,2 badkamers,3 woonlagen,F,Aan bosrand en vrij uitzicht,Achtertuin en voortuin,31.9
Blauwe Zegge 4,Den Haag,935000.0,291.0,172.0,2008.0,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,2 badkamers en 1 apart toilet,3 woonlagen,A,,"Achtertuin, voortuin en zijtuin",58.35
Laarstraat 50 -50a,Zutphen,500000.0,272.0,202.0,1937.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,3,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,In centrum,,17.55
Havikskruid 16,Nijverdal,675000.0,869.0,194.0,1994.0,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,8,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,Beschutte ligging en in woonwijk,Tuin rondom,17.4
Gerstkamp 12,Hoevelaken,749000.0,464.0,138.0,1987.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",14.8
De Wherelanden 212,Purmerend,600000.0,131.0,162.0,2019.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",57.15
Rozendaalseheide 36,Montfort,635000.0,2395.0,220.0,1981.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",D,"Aan bosrand, aan rustige weg, in bosrijke omgeving en landelijk gelegen",Tuin rondom,28.5
Polderkade 24,Oss,525000.0,387.0,144.0,1992.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.6
Zeestraat 91,Noordwijkerhout,895000.0,441.0,161.0,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,2 badkamers en 2 aparte toiletten,2 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,36.74
Groenendael 69,IJsselmuiden,297500.0,228.0,130.0,1978.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",39.2
Prins Hendrikweg 48,Putten,675000.0,534.0,139.0,1975.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,F,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,62.8
Hooghuizenweg 22,Huizen,675000.0,310.0,118.0,1931.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",24.6
Bosschendijk 113,Oudenbosch,1350000.0,2680.0,438.0,2005.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,4,2 badkamers en 1 apart toilet,2 woonlagen,B,In woonwijk,Tuin rondom,20.25
Wierdestraat 8,Amsterdam,550000.0,129.0,114.0,1964.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,62.25
Jan Bootlaan 15,Den Haag,525000.0,149.0,128.0,2005.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,54.6
Witte Baan 12,Prinsenbeek,419000.0,265.0,123.0,1969.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking,5,1 badkamer en 2 aparte toiletten,3 woonlagen,B,,Achtertuin en voortuin,110.35
Hegedyk 21,Wier,339500.0,366.0,190.0,1984.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,Vrij uitzicht,Tuin rondom,2.05
Amsteldijk Noord 33 -B,Amstelveen,1800000.0,380.0,194.0,1934.0,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,2 badkamers en 1 apart toilet,4 woonlagen,B,Aan vaarwater,Achtertuin en voortuin,4.45
Het Wargaren 24,Lith,525000.0,880.0,150.0,2003.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning (bedrijfs- of dienstwoning)",Samengesteld dak bedekt met overig,4,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,,Achtertuin en voortuin,30.2
Hillen acker 51,Heemskerk,525000.0,241.0,139.0,2003.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",27.65
Oranje Nassaustraat 6,Meerssen,354000.0,270.0,132.0,1961.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Tuin rondom,55.95
Vondellaan 17,Geleen,400000.0,387.0,125.0,1950.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,Aan rustige weg en in woonwijk,Achtertuin,48.95
Beemdweide 14,Reeuwijk,650000.0,258.0,155.0,2009.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,4,2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin en voortuin,42.27
Beeldsnijderpad 6,Zwaag,375000.0,140.0,110.0,2016.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan water en in woonwijk,Achtertuin en voortuin,10.0
Op den Berg 5,Maashees,850000.0,1927.0,239.0,2005.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,3,2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan bosrand, aan rustige weg, aan vaarwater, aan water, in bosrijke omgeving en vrij uitzicht",Tuin rondom,1.75
De Hooghlaan 7,Bilthoven,2950000.0,4440.0,341.0,1952.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,12,3 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,,Tuin rondom,22.3
Hovenlaan 126,Dordrecht,750000.0,298.0,178.0,2006.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,12.85
Koningsweg 11,Geldermalsen,429000.0,245.0,135.0,1971.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,30.25
Molenstraat 26,Westdorpe,350000.0,393.0,138.0,1928.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Mansarde dak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,G,In woonwijk en vrij uitzicht,Achtertuin en zijtuin,18.5
Fluitekruid 83,Klazienaveen,475000.0,639.0,168.0,1992.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met leisteen,5,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",
Groenling 10,Soest,895000.0,460.0,163.0,1992.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,2 woonlagen,E,In woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",5.05
Duinbosstraat 50,Almere,795000.0,156.0,178.0,2017.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,6,2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,"Aan bosrand, aan rustige weg, aan water, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",16.55
Tuilland 17,Doorn,390000.0,234.0,85.0,1956.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",13.25
Minervasingel 9,Almere,475000.0,136.0,131.0,2013.0,Bestaande bouw,"Herenhuis, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, aan water, in bosrijke omgeving en in woonwijk",Achtertuin,72.7
Looveen 14,Wijster,750000.0,5679.0,234.0,1940.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen en riet,10,1 badkamer,3 woonlagen,C,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom en voortuin",3.1
Dr. Schaepmanstraat 61,Nijmegen,400000.0,120.0,100.0,1994.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,61.55
Paardenstraat 13,Vlissingen,449500.0,120.0,141.0,1952.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,2 badkamers en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin,38.6
Westerweg 2,Limmen,470000.0,177.0,110.0,1972.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,3,1 badkamer en 1 apart toilet,2 woonlagen,F,Beschutte ligging en in bosrijke omgeving,Voortuin en zijtuin,27.0
Harderwijkpad 19,Emmeloord,398000.0,418.0,108.0,1987.0,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,1 woonlaag en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",32.8
Baambrugse Zuwe 163 b,Vinkeveen,2495000.0,2012.0,250.0,1955.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met overig,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en vrij uitzicht",Tuin rondom en zonneterras,16.7
Zonnebloemstraat 35,Wateringen,775000.0,406.0,197.0,2003.0,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,30.65
Vriesdongen 26,Breda,940000.0,276.0,222.0,1961.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,2 badkamers en 2 aparte toiletten,3 woonlagen,D,Beschutte ligging en in woonwijk,Achtertuin en voortuin,57.35
Begijnenakker 4,Prinsenbeek,525000.0,261.0,128.0,1974.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,110.35
Dusseldorperweg 130,Limmen,400000.0,238.0,91.0,1953.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,21.0
Dingostraat 1,Nijmegen,525000.0,278.0,138.0,1968.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,48.15
Niersstraat 20,Gennep,500000.0,160.0,304.0,1875.0,Bestaande bouw,"Herenhuis, tussenwoning",Schilddak bedekt met pannen,7,1 badkamer en 2 aparte toiletten,3 woonlagen,C,In centrum,,5.85
De Clercqstraat 117,Haarlem,450000.0,124.0,91.0,1890.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,Achtertuin,26.7
Brabantstraat 3,Herpen,429000.0,298.0,137.0,1980.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",23.8
Boekenstein 54,Heiloo,400000.0,164.0,113.0,1978.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",24.0
Oosterhoutlaan 38,Amstelveen,995000.0,176.0,153.0,1935.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6,2 badkamers en 2 aparte toiletten,3 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",37.35
Landweg 2,Bergen (NH),2350000.0,1925.0,178.0,1917.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,7,1 badkamer en 2 aparte toiletten,3 woonlagen,D,"Beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,2.7
Heiakker 4,Prinsenbeek,439000.0,217.0,125.0,1974.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,110.35
Beatrixpark 61,Etten-Leur,689000.0,458.0,194.0,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Tuin rondom,51.4
